region,ccg,name,postal_code,latitude,longitude
Midlands,NHS Herefordshire and Worcestershire CCG,Turnpike House,EC1V,51.5275772,-0.09990249999999999
Midlands,NHS Herefordshire and Worcestershire CCG,Winyates Health Centre,B98 0NR,52.3033558,-1.8945258
Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Market Harborough MC,LE16 9BX,52.4768209,-0.9252242999999999
Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Humberstone Medical Centre ,LE5 0PR,52.6449708,-1.0863017
Midlands,NHS Northamptonshire CCG,Danetre Medical Practice,NN11 4DY,52.2519667,-1.1603548
Midlands,NHS Staffordshire and Stoke on Trent CCG,Longton Health Centre,PR4 5HA,53.7277672,-2.7801834
Midlands,NHS Staffordshire and Stoke on Trent CCG,Mossgreen Surgery,ST2 0EU,53.0129253,-2.1278511
Midlands,NHS Staffordshire and Stoke on Trent CCG,Birchenwood Sports Centre,ST7 1DR,53.0840519,-2.2465664
Midlands,NHS Staffordshire and Stoke on Trent CCG,JCB Compact Products,ST10 2JU,52.9942193,-2.0005845
Midlands,NHS Walsall CCG,Darlaston HC,WS10 8SY,52.56578589999999,-2.0378988
Midlands,NHS Wolverhampton CCG,Mayfield Medical Practice Branch,WV10 8UT,52.6312765,-2.1148316
Midlands,NHS Wolverhampton CCG,Mayfield Medical Practice Branch,WV1 2GZ,52.5829815,-2.0932974
Midlands,NHS Birmingham and Solihull CCG,Balsall Common Health Centre,CV7 7RW,52.3949965,-1.643639
Midlands,NHS Birmingham and Solihull CCG,St Heliers Medical Practice,B31 1QT,52.41230969999999,-1.9754827
Midlands,NHS Sandwell and West Birmingham CCG,Portway Lifestyle Centre,B69 1HE,52.49872999999999,-2.029442
Midlands,NHS Birmingham and Solihull CCG,Hall Green HC,B28 8BG,52.4405251,-1.8494233
Midlands,NHS Dudley CCG,"Brierley Hill Methodist Church, Bank St",DY5 3DA,52.48484759999999,-2.1225314
Midlands,NHS Herefordshire and Worcestershire CCG,Droitwich Health Centre,WR9 8RD,52.26705889999999,-2.1536617
Midlands,NHS Herefordshire and Worcestershire CCG,Larruperz Centre,HR9 7QD,51.91556869999999,-2.576149
Midlands,NHS Herefordshire and Worcestershire CCG,Quay House Surgery,HR4 0JF,52.0582345,-2.7399667
Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Fosse Medical Centre,LE3 5RR,52.6359428,-1.1520961
Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Sturdee Road Health and Wellbeing Centre,LE2 9DB,52.5905523,-1.145196
Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Sturdee Road Health and Wellbeing Centre,LE2 9BU,52.5913332,-1.1468882
Midlands,NHS Lincolnshire CCG,Cliff Villages Medical Practice,LN5 0JJ,53.1026363,-0.5285112
Midlands,NHS Northamptonshire CCG,Kings Heath Centre,B14 7DB,52.43445879999999,-1.891427
Midlands,NHS Staffordshire and Stoke on Trent CCG,Loomer Road Surgery,ST5 7JS,53.0358297,-2.2481471
Midlands,NHS Staffordshire and Stoke on Trent CCG,Chasetown Medical Centre,WS7 3XE,52.6713896,-1.9342452
Midlands,NHS Staffordshire and Stoke on Trent CCG,Michelin MAC Sports and Conference Facility,ST4 6NL,52.9823271,-2.2068001
Midlands,NHS Wolverhampton CCG,Woodcross MC,WV14 9BP,52.5513318,-2.1030343
Midlands,NHS Birmingham and Solihull CCG,The Oaks Medical Practice,B44 9HU,52.5549687,-1.8949939
Midlands,NHS Derbyshire CCG,Church Farm Ripley,DE5,53.0417619,-1.4029597
East of England,NHS Castle Point and Rochford CCG,Audley Mills Surgery,SS6 7JF,51.5846282,0.6068437999999999
East of England,NHS East and North Herts,St Nicholas Health Centre,SG1 4LH,51.924324,-0.1835161
East of England,NHS East and North Herts,Bishops Stortford Football Club,CM23 5RG,51.8731269,0.1924064
East of England,NHS Herts ValleysCCG,Manor View Practice,WD23 2NN,51.6455026,-0.3740044
East of England,NHS Luton CCG,Bushmead Medical Centre,LU2 7YT,51.9066461,-0.4138937
East of England,NHS Milton Keynes CCG,Westcroft Health Centre,MK4 4EN,52.006313,-0.7957293999999999
East of England,NHS Norfolk and Waveney CCG ,Cringleford Surgery ,NR4 6TA,52.6030788,1.2358521
East of England,NHS Norfolk and Waveney CCG ,Cringleford Surgery ,NR4 6TA,52.6031272,1.2359187
East of England,NHS Basildon and Brentwood CCG,The Nevendon Centre,SS12 0QG,51.6103797,0.5186059
East of England,NHS East and North Herts CCG,Stockwell Lodge Medical Centre-Annexe site ,EN7 6HL,51.713828,-0.0552673
East of England,NHS East and North Herts CCG,Roebuck Surgery,SG2 8HW,51.8846132,-0.1878087
East of England,NHS Herts Valleys CCG,Attenborough Surgery,WD23 2NN,51.6455493,-0.3738925
East of England,NHS Ipswich and East Suffolk CCG,Ivry Street Medical Practice,IP1 3QW,52.064023,1.1486551
East of England,NHS Mid Essex CCG,Maldon District Council Offices,CM9 5DL,51.7287379,0.6802402
East of England,NHS Southend CCG,Valkyrie Primary Care Centre,SS0 8BU,51.5405335,0.6919898
East of England,NHS West Essex CCG,Lord Butler Lesiure Centre,CB11 3EG,52.014817,0.252748
London,NHS North Central London CCG,Wentworth Medical Practice,N3 1YL,51.6077516,-0.1879152
London,NHS North Central London CCG,Evergreen Surgery,N9 0TW,51.6237322,-0.0603314
London,NHS North Central London CCG,Hanley Primary Care Centre,N4 3DU,51.568557,-0.119396
London,NHS South West London CCG,Hampton Wick Surgery,KT1 4DY,51.4169807,-0.3143136
London,NHS South East London CCG,Beckenham Beacon,BR3 3QL,51.4051434,-0.0330948
London,NHS North West London CCG ,Young People Centre,BN1 1AE,50.8210942,-0.1419704
London,NHS North West London CCG ,South Westminster Centre for Health,SW1P 2PF,51.4942978,-0.1342048
London,NHS North West London CCG ,Ealing Town Hall,W5 2BY,51.51320949999999,-0.3074986
London,NHS North Central London CCG,Winchmore Hill Practice,N21 2SA,51.6330308,-0.0940182
London,NHS North Central London CCG,Bounds Green Group Practice,N11 2PF,51.606806,-0.126841
London,NHS South West London CCG,Gosbury Hill Surgery,KT9 1BT,51.36835689999999,-0.3024357
London,NHS South East London CCG ,Artesian Building,SE1 3GF,51.49412230000001,-0.0746927
London,NHS South East London CCG,Queen Marys Hospital,SW15 5PN,51.45502,-0.2414712
London,North Central London,Belsize Priory Health Centre,NW6 4DX,51.5397686,-0.1879884
South East,NHS Oxfordshire CCG,Barton Neighbourhood Centre,OX3 9LS,51.7678674,-1.1963802
South East,NHS Oxfordshire CCG,South Bar House,OX16,52.0574344,-1.3408147
South East,NHS Southampton CCG ,Royal South Hants Hospital,SO14 0YG,50.9127051,-1.3969897
South East,NHS Berkshire West CCG,Swallowfield Surgery,RG7 1QY,51.378954,-0.9588622999999998
South East,NHS Oxfordshire CCG,East Oxford Health Centre,OX4 1GE,51.74725549999999,-1.2324816
South East,NHS East Berkshire CCG,Farnham Centre for Health,GU9 9QS,51.2204765,-0.7843361999999999
South East,NHS Fareham & Gosport CCG,Brune Medical Centre ,PO13 0EW,50.8131626,-1.1594425
South East,NHS Fareham & Gosport CCG,Solent View Medical Practice,PO13 9JG,50.8026886,-1.2016604
South East,NHS Isle of Wight CCG,West Wight Sport and Social Centre,PO40 9XH,50.6811994,-1.5237538
South East,NHS Portsmouth CCG,Eastney Health Centre,PO4 9HU,50.7867593,-1.0596193
South East,NHS Southampton CCG ,Chessel Avenue Surgery,SO19 4AA,50.9135638,-1.3652875
South East,NHS West Hampshire CCG,Park Surgery,RH12 1BG,51.06435,-0.3273649
South East,NHS West Hampshire CCG,AFC Totton,SO40 2RW,50.9345104,-1.5098415
South East,NHS Kent and Medway CCG,Charing Surgery,TN27 0HZ,51.2088028,0.7898010999999999
South East,NHS Kent and Medway CCG,Meopham Medical Centre,DA13 0AH,51.3669411,0.3579569
South East,NHS Kent and Medway CCG,Springhead Health Ltd,DA11 8BZ,51.4358368,0.3409171
South East,NHS Kent and Medway CCG,The Orchard Practice,KT9 1AG,51.3684569,-0.3027791
South East,NHS Brighton and  CCG,Canon Building,UB11 1ET,51.50918979999999,-0.4359778
South East,NHS Southampton CCG ,Adelaide Health Centre ,SO16 4XE,50.924775,-1.4478111
South East,NHS Berkshire West CCG,Woodley Centre Surgery,RG5 4JA,51.4533449,-0.9047755000000001
South East,NHS Oxfordshire CCG,Jericho Health Centre,OX2 6NW,51.7600071,-1.2657471
South East,NHS Fareham & Gosport CCG,Brook Lane Surgery,SO31 7DQ,50.870994,-1.2737609
South East,NHS Fareham & Gosport CCG,Portchester Practice,PO16 9TU,50.8463994,-1.1262602
South East,NHS Fareham & Gosport CCG,Waterlooville Health Centre,PO7 6AL,50.8917555,-1.0345072
South East,NHS Portsmouth CCG ,Cosham Health Centre,PO6 3AW,50.8438436,-1.0687393
South East,NHS Portsmouth CCG ,Lake Road Health Centre,PO1 4JE,50.8047748,-1.0783949
South East,NHS Southampton CCG ,Ladies Walk Surgery,SO18 5TS,50.9145249,-1.3336565
South East,NHS Kent and Medway CCG,Avicenna Medical Centre,NP12 2YU,51.6564093,-3.1883973
South East,NHS Kent and Medway CCG,Greensands Branch Surgery (Loose),ME17 4PL,51.2333755,0.4945839
South East,NHS Kent and Medway CCG,Musgrove Park Medical Centre,TN23 7SP,51.13654349999999,0.8651078
South East,NHS Kent and Medway CCG,Woodlands Family Practice,ME7 2BU,51.3791348,0.566678
South East,NHS Surrey Heartlands CCG ,Emberbrook Surgery,KT7 0EB,51.3864147,-0.3349704
South East,NHS East Sussex CCG,Beacon Shopping Centre,BN21 3NW,50.76847249999999,0.2862133
South East,NHS East Sussex CCG,Beacon Shopping Centre,NE29 6QF,55.00888699999999,-1.4459902
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",East trees health centre,BS5 6SD,51.4704108,-2.5627469
South West,NHS Devon CCG ,Clare House,CH63 4JD,53.3311254,-3.0245971
South West,NHS Kernow CCG,Falmouth Health Centre,TR11 2JA,50.1559556,-5.0861055
South West,NHS Dorset CCG,East Way Clinic,BH8 9PT,50.7481087,-1.8560228
South West,NHS Somerset CCG,Frome Medical Centre,BA11 2FH,51.2377346,-2.3116961
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Clifton College Preparatory School Hall,BS8 3JH,51.4618469,-2.6199802
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Horfield Health Centre,BS7 9RR,51.4900148,-2.5766808
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",West Walk Surgery,BS37 4AX,51.54012059999999,-2.4143385
South West,NHS Gloucestershire CCG,Churchdown Community Centre,GL3 2JH,51.88335559999999,-2.1714917
South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Ramsbury Surgery,SN8 2QT,51.4462407,-1.5939151
South West,NHS Somerset CCG,Minehead Community Hospital ,TA24 6DF,51.1988315,-3.4627294
South West,NHS Kernow CCG,Redruth Health Clinic,TR15 1AU,50.2339655,-5.2316758
South West,NHS Devon CCG ,Pavillions,32836,28.3704136,-81.5518101
South West,NHS Devon CCG ,Holsworthy Medical Centre,EX22 6GH,50.8188252,-4.3501273
South West,NHS Kernow CCG,Narrowcliff Surgery,TR7 2QF,50.4180409,-5.0703306
South West,NHS Dorset CCG,Beaufort Rd Surgery,BH6 5AJ,50.7283479,-1.8144195
South West,NHS Dorset CCG,Westbourne Medical centre,BH4 9HJ,50.72361799999999,-1.901651
South West,NHS Devon CCG ,St Leonards Medical Practice,EX1 1SB,50.7231748,-3.5222448
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Marksbury Road,BS3,51.433477,-2.5950284
South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Brockway Medical Centre ,BS48 1BZ,51.433531,-2.754862
South West,NHS Gloucestershire CCG,Rowcroft Medical Centre,GL5 3BE,51.7457448,-2.2194327
South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG","The White Horse Health Centre, ",BA13 3FQ,51.2528042,-2.2032576
North West,NHS Liverpool CCG,Mere Lane Health Centre,L5 0QW,53.4265038,-2.9674002
North West,NHS Liverpool CCG,Mere Lane Health Centre,L5 0QW,53.4263804,-2.9673063
North West,NHS Wirral CCG,Victoria Central Hospital,CH44 5UF,53.4157813,-3.0457
North West,NHS Halton CCG,The Brindley,WA7 1BG,53.3406422,-2.7314215
North West,NHS Wirral CCG,The Oval Leisure Centre,CH63 7LF,53.3588889,-3.0113889
North West,NHS Stockport CCG,South Reddish Medical Centre,SK5 7QU,53.4224421,-2.1570678
North West,NHS Wigan Borough CCG,Leigh Leisure Centre,WN7 4JY,53.4887223,-2.5307294
North West,NHS Chorley and South Ribble CCG,Geoffrey Street Health Centre,PR1 5NE,53.762968,-2.6795591
North West,NHS Cheshire CCG,Waters Green Medical Centre,SK11 6JL,53.2584956,-2.122632
North West,NHS Tameside & Glossop CCG,Stamford House,PE9 3JY,52.6424935,-0.4525313
North West,NHS Oldham CCG,Fields New Road Primary Care Centre,OL9 8NH,53.53170739999999,-2.1465969
North West,NHS Trafford CCG,Life Centre,W8 7PN,51.5074528,-0.1958536
North West,NHS Morecambe Bay CCG ,"Morecambe Football Club, Mazuma Arena",LA4 4TB,54.0606776,-2.8671648
North West,NHS Liverpool CCG,Dunstan Village,NE66 3TD,55.472493,-1.60381
North West,NHS Warrington CCG,"West Stand , Halliwell Jones Stadium",WA2 7NE,53.3949012,-2.595639
North West,NHS Bury CCG,Bealeys Community Hospital,M26 2QD,53.56577900000001,-2.3092832
North West,NHS Stockport CCG,"Manchester Rugby Club, Cheadle Hulme",SK8 7NB,53.3561264,-2.1906074
North West,NHS West Lancashire CCG,Birleywood Health Centre,WN8 9BW,53.5382944,-2.7586563
North West,NHS East Lancashire,Yarnspinners PHCC,BB9 7SR,53.8384651,-2.2189266
North West,NHS Bolton CCG,Lever Chambers ,BL1 1SQ,53.57691209999999,-2.4310442
North West,NHS Oldham CCG,Royton Health and Well Being Centre,OL2 6QW,53.5663899,-2.1215157
North West,NHS Trafford CCG,Partington Health Centre,M31 4FY,53.4172106,-2.4257095
North West,NHS Trafford CCG,Davyhulme Medical Centre ,M41 7WJ,53.45928680000001,-2.3679161
NE Yorkshire,NHS East Riding of Yorkshire CCG,Bartholemew Medical Practice,DN14 6RU,53.7165589,-0.8732232999999999
NE Yorkshire,NHS East Riding of Yorkshire CCG,Bartholemew Medical Practice,OX4 1XB,51.74756499999999,-1.2320272
NE Yorkshire,NHS North East Lincolnshire CCG,Pilgrim Primary Care Centre,DN40 1JW,53.6178977,-0.2059367
NE Yorkshire,NHS North Lincolnshire CCG,Riverside Surgery,23606,37.0852727,-76.48879579999999
NE Yorkshire,NHS County Durham CCG,Richardson Community Hospital,DL12 8HT,54.5469626,-1.9160634
NE Yorkshire,NHS Tees Valley CCG,Hartlepool Town Hall ,TS24 8AH,54.6863666,-1.2138119
NE Yorkshire,NHS Tees Valley CCG,Victoria Medical Centre,SW1V 1SN,51.4927061,-0.1389013
NE Yorkshire,NHS County Durham CCG,"St Andrews Medical Practice, Oxford Road site",DL16 6QA,54.6996439,-1.598223
NE Yorkshire,NHS Sunderland CCG,Bunnyhill PCCC,03849,43.8680791,-71.0889018
NE Yorkshire,NHS Sunderland CCG,Bunnyhill PCCC,97034,45.3976014,-122.6937915
NE Yorkshire,NHS County Durham CCG,Peterlee Health Centre,SR8 1AD,54.758045,-1.335098
NE Yorkshire,NHS Leeds CCG,Priory View Medical Centre,LS12 1HU,53.79123800000001,-1.5754442
NE Yorkshire,NHS Leeds CCG,Kippax Health Centre,LS25 7QT,53.7720413,-1.3701264
NE Yorkshire,NHS Leeds CCG,Bramley Village Health and Wellbeing Centre,LS13 2BL,53.8077276,-1.6235856
NE Yorkshire,NHS Leeds CCG,Alwoodley Medical Centre,LS17 5DT,53.8478684,-1.5517043
NE Yorkshire,NHS North East Lincolnshire CCG,Scartho Medical Centre,DN33 3JF,53.5364313,-0.0948294
NE Yorkshire,NHS North Yorkshire CCG,The Forum,22312,38.8024076,-77.142377
NE Yorkshire,NHS County Durham CCG,Claypath & University Medical Group,17356,39.9009876,-76.6053271
NE Yorkshire,NHS County Durham CCG,Auckland Medical Group,DL14 6RP,54.6489029,-1.6798282
NE Yorkshire,NHS County Durham CCG,Brandon lane Surgery building,DH7 8SJ,54.7556579,-1.6241527
NE Yorkshire,NHS Northumberland CCG,Ashington Cricket Club,NE63 8AB,55.18229040000001,-1.5746953
NE Yorkshire,NHS Northumberland CCG,Railway Medical Group,NE24 1HD,55.12840989999999,-1.5144466
NE Yorkshire,NHS Bradford District and Craven CCG,Woodroyd Medical Practice,BD5 8EL,53.775051,-1.753552
NE Yorkshire,NHS Leeds CCG,The Grange Medical Centre,CV11 6AB,52.5267798,-1.4581939
NE Yorkshire,NHS Leeds CCG,Bridge street,20191,38.9443692,-77.3318389
NE Yorkshire,NHS Bradford District and Craven CCG,Barkerend Health Centre,BD3 8QH,53.797702,-1.7212718
NE Yorkshire,NHS Bradford District and Craven CCG,Shipley Health Centre,BD18 3EG,53.83269379999999,-1.7811248
North West,NHS Tameside and Glossop CCG,Stamford House,PE9 3JY,52.6424935,-0.4525313
East of England,NHS North East Essex CCG,Colchester Primary Care Centre,CO4 5JR,51.9063885,0.9016331000000001
East of England,NHS Norfolk and Waveney CCG,Terrington St Johns Surgery ,PE14 7RR,52.7062092,0.2725691
East of England,NHS Herts Valleys CCG,Watford Health Centte,WD18 0JP,51.6562773,-0.401074
East of England,NHS West Essex CCG,Buckhurst Way Clinic,IG9 6HP,51.6209925,0.0463391
London,NHS Havering CCG,Hornchurch Library,RM11 1TB,51.5648794,0.2205139
London,NHS South West London CCG,Keston Medical Practice,CR8 2YL,51.3405232,-0.1142473
London,NHS South West London CCG,St Barnabas Church,76016,32.6830112,-97.1843337
London,NHS West London CCG,Earls Court Health and Wellbeing Centre,SW5 0PT,51.4925234,-0.1927941
Midlands,NHS North Warwickshire CCG,Atherstone Surgery,CV9 1EU,52.5785146,-1.542482
Midlands,NHS West Leicestershire CCG,Charnwood Borough Council Offices,LE11 2TN,52.7689417,-1.2046016
Midlands,NHS Leicester City CCG,Community HC,06051,41.67134739999999,-72.78402729999999
Midlands,NHS Stoke on Trent CCG,Furlong Medical Centre,ST6 5UD,53.0629397,-2.2099471
Midlands,NHS Wolverhampton CCG,Keats Grove Surgery,WV10 8LY,52.6140409,-2.0990915
Midlands,NHS South Warwickshire CCG,Lisle Court Medical Centre,CV31 2ES,52.2808849,-1.5308062
Midlands,NHS Derby and Derbyshire CCG,Long Eaton Health Centre,NG10 1RY,52.90132149999999,-1.2724698
Midlands,NHS East Leicestershire and Rutland CCG,Melton Sports Village,LE13 1DR,52.7538408,-0.8751213999999999
Midlands,NHS Derby and Derbyshire CCG,Newholme hospital,DE45 1AD,53.2187376,-1.6724002
Midlands,NHS East Leicestershire and Rutland CCG,Oadby Racecourse,LE2 4AL,52.6041789,-1.0943758
Midlands,NHS East Leicestershire and Rutland CCG,Rutland Health,05701,43.5983353,-72.9550994
Midlands,NHS Walsall CCG,Sycamore House ,43228,39.9757363,-83.1465905
NE Yorkshire,NHS Bassetlaw CCG,Kilton Community Centre,S81 0DE,53.3091423,-1.1071922
NE Yorkshire,NHS Doncaster CCG,Adwick Leisure Centre ,DN6 7QF,53.5637268,-1.1867433
NE Yorkshire,NHS Hull CCG,Alf Marshall Community Centre,HU7 4EF,53.7880323,-0.3216572
NE Yorkshire,NHS Barnsley CCG,Apollo Court Medical Centre,S75 3RF,53.5421095,-1.5241772
NE Yorkshire,NHS Calderdale CCG,Bankfield Surgery,HX5 9BA,53.6862967,-1.8351376
NE Yorkshire,NHS Leeds CCG,Beeston Village,PE32,52.702545,0.8246450999999999
NE Yorkshire,NHS Newcastle Gateshead CCG,Blaydon Primary Care Centre ,NE21 5NW,54.95794919999999,-1.695347
NE Yorkshire,NHS Northumberland CCG,Brockwell Medical Group,NE23 1XZ,55.0956078,-1.5841398
NE Yorkshire,NHS North Cumbria CCG,Castlegate and Derwent Surgery ,CA13 9HT,54.66589,-3.3587624
NE Yorkshire,NHS Sheffield CCG,Darnall PCC,S9 4QH,53.38481239999999,-1.4088226
NE Yorkshire,NHS Barnsley CCG,Dearne Valley Group Practice,S63 0JR,53.5455774,-1.3089295
NE Yorkshire,NHS Doncaster CCG,Dearne Valley Leisure Centre  ,S64 0LB,53.4934903,-1.2580069
NE Yorkshire,NHS Leeds CCG,East Leeds Health Centre,LS9 9BL,53.7988495,-1.4985515
NE Yorkshire,NHS Sheffield CCG,Fairlawns,WS9 0NU,52.6030556,-1.8977778
NE Yorkshire,NHS Newcastle and Gateshead CCG,Felling Hub  ,NE10 9LT,54.9507357,-1.5711078
NE Yorkshire,NHS Newcastle and Gateshead CCG,Felling Hub  ,NE10 9QG,54.9479653,-1.5683281
NE Yorkshire,NHS Greather Huddersfield CCG,Holme Valley Memorial Hospital,HD9 3TS,53.5788537,-1.7840872
NE Yorkshire,NHS Sunderland CCG,Houghton Primary care Centre,DH4 5GU,54.8444833,-1.4758444
NE Yorkshire,NHS Bassetlaw CCG,Kilton Forest Community Centre,SN12 7FF,51.3816184,-2.1324369
NE Yorkshire,NHS Wakefield CCG,King's Medical Practice,WF6,53.7007121,-1.4178902
NE Yorkshire,NHS North Tyneside CCG,Langdale Centre,NE28 0HG,55.0065728,-1.4970153
NE Yorkshire,NHS Rotherham CCG,Montgomery Hall,SE11 5SW,51.4826942,-0.1152496
NE Yorkshire,NHS Newcastle Gateshead CCG,Newcastle Eagles Basketball,NE4 7AF,54.9633826,-1.6366382
NE Yorkshire,NHS Vale of York CCG,Nimbuscare Mass Vaccination Hub ,PE11 2BY,52.7940569,-0.1474704
NE Yorkshire,NHS Tees Valley CCG,North Ormesby Branch - Linthorpe Surgery,TS3 6AL,54.57175729999999,-1.2165314
NE Yorkshire,NHS Tees Valley CCG,North Ormesby Branch - Linthorpe Surgery,TS5 6HA,54.5633103,-1.2415475
NE Yorkshire,NHS Calderdale CCG,Nursery Lane Medical Centre,HX3 5TE,53.7417887,-1.8822868
NE Yorkshire,NHS Leeds CCG,Oakwood Lane Medical Practice,LS8 3BZ,53.8202128,-1.4939691
NE Yorkshire,NHS North East Lincolnshire CCG,Open Door,BT15 1WZ,54.608912,-5.9237551
NE Yorkshire,NHS North Cumbria CCG,Penrith Hospital,CA11 8HX,54.65668609999999,-2.7430129
NE Yorkshire,NHS Vale of York CCG,Posterngate Surgery,YO8 4QH,53.7813267,-1.0710315
NE Yorkshire,NHS Rotherham CCG,Rotherham Leisure Centre,S65 1BL,53.436758,-1.352219
NE Yorkshire,NHS Wakefield CCG,Sandal RUFC,WF2 7DY,53.6502495,-1.4935359
NE Yorkshire,NHS Vale of York CCG,Tadcaster Health Centre,LS24 8HD,53.8854768,-1.2581317
NE Yorkshire,NHS North Yorkshire CCG,Tennants Auction House,DL8 5SG,54.3067,-1.8153
NE Yorkshire,NHS Sheffield CCG,The Flowers Health Centre,S5 6AZ,53.4180149,-1.4368818
NE Yorkshire,NHS South Tyneside CCG,The Glen Primary Care Centre,06488,41.4620191,-73.237623
NE Yorkshire,NHS North Tyneside CCG,The Parks Leisure Centre,NE29 6TL,55.001599,-1.456136
NE Yorkshire,NHS North Yorkshire CCG,The Pavillion,32836,28.3704136,-81.5518101
NE Yorkshire,NHS Bradford District and Craven CCG,The Ridge,BH20,50.6756439,-2.094282
NE Yorkshire,NHS Calderdale CCG,Todmorden Group Practice,OL14 5RN,53.7138742,-2.0921662
NE Yorkshire,NHS Sunderland CCG,Washington PCC,97219,45.4383981,-122.7310487
NE Yorkshire,NHS North Yorkshire CCG,Wetherby Health Centre (LCH) ,LS22 6JT,53.9283218,-1.38116
NE Yorkshire,NHS North Yorkshire CCG,Whitby Pavillion,YO21 3EN,54.4908204,-0.6196235
NE Yorkshire,NHS North Cumbria CCG,Wigton Community Hospital,CA7 9DD,54.830439,-3.1713265
NE Yorkshire,NHS Leeds CCG,Yeadon Health Centre,LS19 7PS,53.8652171,-1.6838316
NE Yorkshire,NHS Chorley and South Ribble CCG,Buckshaw Village Surgery ,PR7 7HZ,53.6783556,-2.6588722
North West,NHS West Lancashire CCG,Burscough Health Centre ,L40 4LA,53.6030119,-2.8412271
North West,NHS Morecambe Bay CCG,Captain French Surgery,LA9 4JE,54.3232467,-2.7480336
North West,NHS East Lancashire CCG,Colne Health Centre Pharmacy,BB8 0JE,53.8565574,-2.1641958
North West,NHS Blackburn with Darwen CCG,Darwen Health Centre,BB3,53.6957213,-2.4712513
North West,NHS Trafford CCG,Delamere Medical Practice,M32 0DF,53.45009599999999,-2.307131
North West,NHS Tameside and Glossop CCG,Denton Festival Hall,M34 3JY,53.456717,-2.1172429
North West,NHS Flyde and Wyre CCG,Garstang Medical Practice,PR3 1PB,53.89640370000001,-2.782926
North West,NHS Tameside and Glossop CCG,Glossop Cricket  & Bowling Club,SK13 7AS,53.4469489,-1.9524017
North West,NHS Tameside and Glossop CCG,Glossop Cricket  & Bowling Club,SK13 7SH,53.44654939999999,-1.9376173
North West,NHS Liverpool CCG,Lee Jones Centre (Vauxhall Health Centre),L5 8XR,53.4194441,-2.9843895
North West,NHS Flyde and Wyre CCG,Lockwood GP Surgery,HD1 3XH,53.6325228,-1.7959555
North West,NHS Wirral CCG,Moreton Cross Group Practice,CH46 8SA,53.4036281,-3.1121402
North West,NHS Flyde and Wyre CCG,Over Wyre Medical Centre,FY6 0FA,53.9277829,-2.9768181
North West,NHS Greater Preston CCG,Penwortham Cricket Club,PR1 9QE,53.743443,-2.709138
North West,NHS Oldham CCG,"Pike Medical Practice, Market Street, Mossley, Tameside",OL5 0HE,53.5178069,-2.0457559
North West,NHS Liverpool CCG,Townsend Health Centre,L6 0AY,53.4295766,-2.9449961
South East,NHS Berkshire West CCG,Boathouse Surgery/Rosewood Hall ,RG8 7DP,51.486056,-1.0859588
South East,NHS Kent and Medway CCG,Bower Mount Medical Centre,ME16 8AX,51.2747016,0.5096951
South East,NHS Kent and Medway CCG,Bridge Health Centre,CT4 5BL,51.2468112,1.1296036
South East,NHS Berkshire West CCG,Circuit Lane Surgery,RG30 3AN,51.4429312,-1.0067665
South East,NHS West Hampshire CCG ,Crosfield Hall,SO51 8GL,50.987213,-1.496769
South East,NHS South Eastern Hampshire CCG,Emsworth Baptist Church,PO10 7BY,50.8483327,-0.9365458000000001
South East,NHS Kent and Medway CCG,Estuary View Medical Centre,CT5 3SE,51.3416251,1.0132591
